sample_id,haplotype,assembly_name,location
HG02698,hap2,HG02698_mat_hprc_r2_v1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02698/assemblies/freeze_2/annotation/censat/HG02698_mat_hprc_r2_v1.cenSat.bed
HG03654,hap1,HG03654_pat_hprc_r2_v1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03654/assemblies/freeze_2/annotation/censat/HG03654_pat_hprc_r2_v1.cenSat.bed
HG03654,hap2,HG03654_mat_hprc_r2_v1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03654/assemblies/freeze_2/annotation/censat/HG03654_mat_hprc_r2_v1.cenSat.bed
HG03669,hap1,HG03669_pat_hprc_r2_v1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03669/assemblies/freeze_2/annotation/censat/HG03669_pat_hprc_r2_v1.cenSat.bed
HG03669,hap2,HG03669_mat_hprc_r2_v1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03669/assemblies/freeze_2/annotation/censat/HG03669_mat_hprc_r2_v1.cenSat.bed
HG03688,hap1,HG03688_pat_hprc_r2_v1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03688/assemblies/freeze_2/annotation/censat/HG03688_pat_hprc_r2_v1.cenSat.bed
HG03688,hap2,HG03688_mat_hprc_r2_v1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03688/assemblies/freeze_2/annotation/censat/HG03688_mat_hprc_r2_v1.cenSat.bed
HG03704,hap1,HG03704_pat_hprc_r2_v1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03704/assemblies/freeze_2/annotation/censat/HG03704_pat_hprc_r2_v1.cenSat.bed
HG03704,hap2,HG03704_mat_hprc_r2_v1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03704/assemblies/freeze_2/annotation/censat/HG03704_mat_hprc_r2_v1.cenSat.bed
HG03710,hap1,HG03710_pat_hprc_r2_v1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03710/assemblies/freeze_2/annotation/censat/HG03710_pat_hprc_r2_v1.cenSat.bed
HG03710,hap2,HG03710_mat_hprc_r2_v1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03710/assemblies/freeze_2/annotation/censat/HG03710_mat_hprc_r2_v1.cenSat.bed
HG03831,hap1,HG03831_pat_hprc_r2_v1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03831/assemblies/freeze_2/annotation/censat/HG03831_pat_hprc_r2_v1.cenSat.bed
HG03831,hap2,HG03831_mat_hprc_r2_v1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03831/assemblies/freeze_2/annotation/censat/HG03831_mat_hprc_r2_v1.cenSat.bed
HG03927,hap1,HG03927_pat_hprc_r2_v1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03927/assemblies/freeze_2/annotation/censat/HG03927_pat_hprc_r2_v1.cenSat.bed
HG03927,hap2,HG03927_mat_hprc_r2_v1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03927/assemblies/freeze_2/annotation/censat/HG03927_mat_hprc_r2_v1.cenSat.bed
HG04115,hap1,HG04115_pat_hprc_r2_v1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG04115/assemblies/freeze_2/annotation/censat/HG04115_pat_hprc_r2_v1.cenSat.bed
HG04115,hap2,HG04115_mat_hprc_r2_v1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG04115/assemblies/freeze_2/annotation/censat/HG04115_mat_hprc_r2_v1.cenSat.bed
HG04184,hap1,HG04184_pat_hprc_r2_v1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG04184/assemblies/freeze_2/annotation/censat/HG04184_pat_hprc_r2_v1.cenSat.bed
HG04184,hap2,HG04184_mat_hprc_r2_v1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG04184/assemblies/freeze_2/annotation/censat/HG04184_mat_hprc_r2_v1.cenSat.bed
HG04199,hap1,HG04199_pat_hprc_r2_v1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG04199/assemblies/freeze_2/annotation/censat/HG04199_pat_hprc_r2_v1.cenSat.bed
HG04199,hap2,HG04199_mat_hprc_r2_v1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG04199/assemblies/freeze_2/annotation/censat/HG04199_mat_hprc_r2_v1.cenSat.bed
HG00621,hap1,HG00621_pat_hprc_r2_v1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00621/assemblies/freeze_2/annotation/censat/HG00621_pat_hprc_r2_v1.cenSat.bed
HG00621,hap2,HG00621_mat_hprc_r2_v1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00621/assemblies/freeze_2/annotation/censat/HG00621_mat_hprc_r2_v1.cenSat.bed
HG00741,hap1,HG00741_pat_hprc_r2_v1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00741/assemblies/freeze_2/annotation/censat/HG00741_pat_hprc_r2_v1.cenSat.bed
HG00741,hap2,HG00741_mat_hprc_r2_v1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00741/assemblies/freeze_2/annotation/censat/HG00741_mat_hprc_r2_v1.cenSat.bed
HG01106,hap1,HG01106_pat_hprc_r2_v1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01106/assemblies/freeze_2/annotation/censat/HG01106_pat_hprc_r2_v1.cenSat.bed
HG01106,hap2,HG01106_mat_hprc_r2_v1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01106/assemblies/freeze_2/annotation/censat/HG01106_mat_hprc_r2_v1.cenSat.bed
HG01175,hap1,HG01175_pat_hprc_r2_v1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01175/assemblies/freeze_2/annotation/censat/HG01175_pat_hprc_r2_v1.cenSat.bed
HG01175,hap2,HG01175_mat_hprc_r2_v1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01175/assemblies/freeze_2/annotation/censat/HG01175_mat_hprc_r2_v1.cenSat.bed
HG01258,hap1,HG01258_pat_hprc_r2_v1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01258/assemblies/freeze_2/annotation/censat/HG01258_pat_hprc_r2_v1.cenSat.bed
HG01258,hap2,HG01258_mat_hprc_r2_v1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01258/assemblies/freeze_2/annotation/censat/HG01258_mat_hprc_r2_v1.cenSat.bed
HG01891,hap1,HG01891_pat_hprc_r2_v1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01891/assemblies/freeze_2/annotation/censat/HG01891_pat_hprc_r2_v1.cenSat.bed
HG01891,hap2,HG01891_mat_hprc_r2_v1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01891/assemblies/freeze_2/annotation/censat/HG01891_mat_hprc_r2_v1.cenSat.bed
HG01952,hap1,HG01952_pat_hprc_r2_v1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01952/assemblies/freeze_2/annotation/censat/HG01952_pat_hprc_r2_v1.cenSat.bed
HG01952,hap2,HG01952_mat_hprc_r2_v1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01952/assemblies/freeze_2/annotation/censat/HG01952_mat_hprc_r2_v1.cenSat.bed
HG02148,hap1,HG02148_pat_hprc_r2_v1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02148/assemblies/freeze_2/annotation/censat/HG02148_pat_hprc_r2_v1.cenSat.bed
HG02148,hap2,HG02148_mat_hprc_r2_v1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02148/assemblies/freeze_2/annotation/censat/HG02148_mat_hprc_r2_v1.cenSat.bed
HG02486,hap1,HG02486_pat_hprc_r2_v1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02486/assemblies/freeze_2/annotation/censat/HG02486_pat_hprc_r2_v1.cenSat.bed
HG02486,hap2,HG02486_mat_hprc_r2_v1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02486/assemblies/freeze_2/annotation/censat/HG02486_mat_hprc_r2_v1.cenSat.bed
HG02559,hap1,HG02559_pat_hprc_r2_v1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02559/assemblies/freeze_2/annotation/censat/HG02559_pat_hprc_r2_v1.cenSat.bed
HG02559,hap2,HG02559_mat_hprc_r2_v1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02559/assemblies/freeze_2/annotation/censat/HG02559_mat_hprc_r2_v1.cenSat.bed
HG02572,hap1,HG02572_pat_hprc_r2_v1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02572/assemblies/freeze_2/annotation/censat/HG02572_pat_hprc_r2_v1.cenSat.bed
HG02572,hap2,HG02572_mat_hprc_r2_v1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02572/assemblies/freeze_2/annotation/censat/HG02572_mat_hprc_r2_v1.cenSat.bed
HG02622,hap1,HG02622_pat_hprc_r2_v1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02622/assemblies/freeze_2/annotation/censat/HG02622_pat_hprc_r2_v1.cenSat.bed
