sample_id,mapping_info,alignment_link,hap1_assembly_name,hap1_assembly,hap2_assembly_name,hap2_assembly,hap2_pileup_bigwig,hap2_pileup_bed,hap1_pileup_bigwig,hap1_pileup_bed,hap1_pileup_bed_s3_path,hap1_pileup_bigwig_s3_path,hap2_pileup_bigwig_s3_path,hap2_pileup_bed_s3_path
HG03710,R941_minimap2_2.28,s3://human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG03710/hprc_r2/assembly_qc/read_alignments/ont/HG03710.R941_minimap2_2.28.corrected.bam,HG03710_pat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03710/assemblies/freeze_2/HG03710_pat_hprc_r2_v1.0.1.fa.gz,HG03710_mat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03710/assemblies/freeze_2/HG03710_mat_hprc_r2_v1.0.1.fa.gz,/private/groups/hprc/methylation/ont_modkit/processing/HG03710/analysis/hprc_modkit_pileup_outputs/08528b13-a09d-4cbc-a46b-88615a6c074d/HG03710_mat_hprc_r2_v1.0.1.R941_minimap2_2.28.5mC.bigwig,/private/groups/hprc/methylation/ont_modkit/processing/HG03710/analysis/hprc_modkit_pileup_outputs/603f9b52-6218-4430-be5e-fc378ae75b10/HG03710_mat_hprc_r2_v1.0.1.R941_minimap2_2.28.CpG_pileup.bed,/private/groups/hprc/methylation/ont_modkit/processing/HG03710/analysis/hprc_modkit_pileup_outputs/178baec9-eef2-46f8-b57e-f0bed1e54140/HG03710_pat_hprc_r2_v1.0.1.R941_minimap2_2.28.5mC.bigwig,/private/groups/hprc/methylation/ont_modkit/processing/HG03710/analysis/hprc_modkit_pileup_outputs/603f9b52-6218-4430-be5e-fc378ae75b10/HG03710_pat_hprc_r2_v1.0.1.R941_minimap2_2.28.CpG_pileup.bed,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03710/assemblies/freeze_2/annotation/methylation/ont/HG03710_pat_hprc_r2_v1.0.1.R941_minimap2_2.28.CpG_pileup.bed,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03710/assemblies/freeze_2/annotation/methylation/ont/HG03710_pat_hprc_r2_v1.0.1.R941_minimap2_2.28.5mC.bigwig,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03710/assemblies/freeze_2/annotation/methylation/ont/HG03710_mat_hprc_r2_v1.0.1.R941_minimap2_2.28.5mC.bigwig,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03710/assemblies/freeze_2/annotation/methylation/ont/HG03710_mat_hprc_r2_v1.0.1.R941_minimap2_2.28.CpG_pileup.bed
HG03831,R941_minimap2_2.28,s3://human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG03831/hprc_r2/assembly_qc/read_alignments/ont/HG03831.R941_minimap2_2.28.corrected.bam,HG03831_pat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03831/assemblies/freeze_2/HG03831_pat_hprc_r2_v1.0.1.fa.gz,HG03831_mat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03831/assemblies/freeze_2/HG03831_mat_hprc_r2_v1.0.1.fa.gz,/private/groups/hprc/methylation/ont_modkit/processing/HG03831/analysis/hprc_modkit_pileup_outputs/3e4d2fcf-5fb0-44b4-9d73-6d5b46050991/HG03831_mat_hprc_r2_v1.0.1.R941_minimap2_2.28.5mC.bigwig,/private/groups/hprc/methylation/ont_modkit/processing/HG03831/analysis/hprc_modkit_pileup_outputs/eae95dcc-4c60-4e48-89e6-da25fd60321d/HG03831_mat_hprc_r2_v1.0.1.R941_minimap2_2.28.CpG_pileup.bed,/private/groups/hprc/methylation/ont_modkit/processing/HG03831/analysis/hprc_modkit_pileup_outputs/f3434151-8e0a-438d-8048-daeb30db60d0/HG03831_pat_hprc_r2_v1.0.1.R941_minimap2_2.28.5mC.bigwig,/private/groups/hprc/methylation/ont_modkit/processing/HG03831/analysis/hprc_modkit_pileup_outputs/eae95dcc-4c60-4e48-89e6-da25fd60321d/HG03831_pat_hprc_r2_v1.0.1.R941_minimap2_2.28.CpG_pileup.bed,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03831/assemblies/freeze_2/annotation/methylation/ont/HG03831_pat_hprc_r2_v1.0.1.R941_minimap2_2.28.CpG_pileup.bed,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03831/assemblies/freeze_2/annotation/methylation/ont/HG03831_pat_hprc_r2_v1.0.1.R941_minimap2_2.28.5mC.bigwig,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03831/assemblies/freeze_2/annotation/methylation/ont/HG03831_mat_hprc_r2_v1.0.1.R941_minimap2_2.28.5mC.bigwig,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03831/assemblies/freeze_2/annotation/methylation/ont/HG03831_mat_hprc_r2_v1.0.1.R941_minimap2_2.28.CpG_pileup.bed
HG03927,R941_minimap2_2.28,s3://human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG03927/hprc_r2/assembly_qc/read_alignments/ont/HG03927.R941_minimap2_2.28.corrected.bam,HG03927_pat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03927/assemblies/freeze_2/HG03927_pat_hprc_r2_v1.0.1.fa.gz,HG03927_mat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03927/assemblies/freeze_2/HG03927_mat_hprc_r2_v1.0.1.fa.gz,/private/groups/hprc/methylation/ont_modkit/processing/HG03927/analysis/hprc_modkit_pileup_outputs/433056d2-34f6-472c-a82e-53537f1c9362/HG03927_mat_hprc_r2_v1.0.1.R941_minimap2_2.28.5mC.bigwig,/private/groups/hprc/methylation/ont_modkit/processing/HG03927/analysis/hprc_modkit_pileup_outputs/44ae87b0-1bee-4177-a5f6-d262fdfb95da/HG03927_mat_hprc_r2_v1.0.1.R941_minimap2_2.28.CpG_pileup.bed,/private/groups/hprc/methylation/ont_modkit/processing/HG03927/analysis/hprc_modkit_pileup_outputs/a88eb557-5ee6-407b-b12e-ae49aebd46a9/HG03927_pat_hprc_r2_v1.0.1.R941_minimap2_2.28.5mC.bigwig,/private/groups/hprc/methylation/ont_modkit/processing/HG03927/analysis/hprc_modkit_pileup_outputs/44ae87b0-1bee-4177-a5f6-d262fdfb95da/HG03927_pat_hprc_r2_v1.0.1.R941_minimap2_2.28.CpG_pileup.bed,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03927/assemblies/freeze_2/annotation/methylation/ont/HG03927_pat_hprc_r2_v1.0.1.R941_minimap2_2.28.CpG_pileup.bed,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03927/assemblies/freeze_2/annotation/methylation/ont/HG03927_pat_hprc_r2_v1.0.1.R941_minimap2_2.28.5mC.bigwig,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03927/assemblies/freeze_2/annotation/methylation/ont/HG03927_mat_hprc_r2_v1.0.1.R941_minimap2_2.28.5mC.bigwig,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03927/assemblies/freeze_2/annotation/methylation/ont/HG03927_mat_hprc_r2_v1.0.1.R941_minimap2_2.28.CpG_pileup.bed
HG04115,R941_minimap2_2.28,s3://human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG04115/hprc_r2/assembly_qc/read_alignments/ont/HG04115.R941_minimap2_2.28.corrected.bam,HG04115_pat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG04115/assemblies/freeze_2/HG04115_pat_hprc_r2_v1.0.1.fa.gz,HG04115_mat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG04115/assemblies/freeze_2/HG04115_mat_hprc_r2_v1.0.1.fa.gz,/private/groups/hprc/methylation/ont_modkit/processing/HG04115/analysis/hprc_modkit_pileup_outputs/8df9e0e3-8a5c-4df4-9383-94e2cec520c3/HG04115_mat_hprc_r2_v1.0.1.R941_minimap2_2.28.5mC.bigwig,/private/groups/hprc/methylation/ont_modkit/processing/HG04115/analysis/hprc_modkit_pileup_outputs/85f879b4-1d36-4a09-8795-732418be61b5/HG04115_mat_hprc_r2_v1.0.1.R941_minimap2_2.28.CpG_pileup.bed,/private/groups/hprc/methylation/ont_modkit/processing/HG04115/analysis/hprc_modkit_pileup_outputs/d6d5cf38-86a5-4084-9b6c-a63e3a8ec035/HG04115_pat_hprc_r2_v1.0.1.R941_minimap2_2.28.5mC.bigwig,/private/groups/hprc/methylation/ont_modkit/processing/HG04115/analysis/hprc_modkit_pileup_outputs/85f879b4-1d36-4a09-8795-732418be61b5/HG04115_pat_hprc_r2_v1.0.1.R941_minimap2_2.28.CpG_pileup.bed,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG04115/assemblies/freeze_2/annotation/methylation/ont/HG04115_pat_hprc_r2_v1.0.1.R941_minimap2_2.28.CpG_pileup.bed,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG04115/assemblies/freeze_2/annotation/methylation/ont/HG04115_pat_hprc_r2_v1.0.1.R941_minimap2_2.28.5mC.bigwig,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG04115/assemblies/freeze_2/annotation/methylation/ont/HG04115_mat_hprc_r2_v1.0.1.R941_minimap2_2.28.5mC.bigwig,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG04115/assemblies/freeze_2/annotation/methylation/ont/HG04115_mat_hprc_r2_v1.0.1.R941_minimap2_2.28.CpG_pileup.bed
HG04184,R941_minimap2_2.28,s3://human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG04184/hprc_r2/assembly_qc/read_alignments/ont/HG04184.R941_minimap2_2.28.corrected.bam,HG04184_pat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG04184/assemblies/freeze_2/HG04184_pat_hprc_r2_v1.0.1.fa.gz,HG04184_mat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG04184/assemblies/freeze_2/HG04184_mat_hprc_r2_v1.0.1.fa.gz,/private/groups/hprc/methylation/ont_modkit/processing/HG04184/analysis/hprc_modkit_pileup_outputs/2943deb0-0e10-453f-a6af-eda2a4b05b1b/HG04184_mat_hprc_r2_v1.0.1.R941_minimap2_2.28.5mC.bigwig,/private/groups/hprc/methylation/ont_modkit/processing/HG04184/analysis/hprc_modkit_pileup_outputs/d6de42c6-6f37-4f21-a78c-5cb63c4a5b3a/HG04184_mat_hprc_r2_v1.0.1.R941_minimap2_2.28.CpG_pileup.bed,/private/groups/hprc/methylation/ont_modkit/processing/HG04184/analysis/hprc_modkit_pileup_outputs/eedaac15-a060-4576-a519-5ad9f083dc58/HG04184_pat_hprc_r2_v1.0.1.R941_minimap2_2.28.5mC.bigwig,/private/groups/hprc/methylation/ont_modkit/processing/HG04184/analysis/hprc_modkit_pileup_outputs/d6de42c6-6f37-4f21-a78c-5cb63c4a5b3a/HG04184_pat_hprc_r2_v1.0.1.R941_minimap2_2.28.CpG_pileup.bed,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG04184/assemblies/freeze_2/annotation/methylation/ont/HG04184_pat_hprc_r2_v1.0.1.R941_minimap2_2.28.CpG_pileup.bed,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG04184/assemblies/freeze_2/annotation/methylation/ont/HG04184_pat_hprc_r2_v1.0.1.R941_minimap2_2.28.5mC.bigwig,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG04184/assemblies/freeze_2/annotation/methylation/ont/HG04184_mat_hprc_r2_v1.0.1.R941_minimap2_2.28.5mC.bigwig,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG04184/assemblies/freeze_2/annotation/methylation/ont/HG04184_mat_hprc_r2_v1.0.1.R941_minimap2_2.28.CpG_pileup.bed
HG04199,R941_minimap2_2.28,s3://human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG04199/hprc_r2/assembly_qc/read_alignments/ont/HG04199.R941_minimap2_2.28.corrected.bam,HG04199_pat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG04199/assemblies/freeze_2/HG04199_pat_hprc_r2_v1.0.1.fa.gz,HG04199_mat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG04199/assemblies/freeze_2/HG04199_mat_hprc_r2_v1.0.1.fa.gz,/private/groups/hprc/methylation/ont_modkit/processing/HG04199/analysis/hprc_modkit_pileup_outputs/eedab302-2697-4e41-836d-8dd905d8e6ef/HG04199_mat_hprc_r2_v1.0.1.R941_minimap2_2.28.5mC.bigwig,/private/groups/hprc/methylation/ont_modkit/processing/HG04199/analysis/hprc_modkit_pileup_outputs/eb5adcea-74c9-486b-968f-83fce8d8a9c7/HG04199_mat_hprc_r2_v1.0.1.R941_minimap2_2.28.CpG_pileup.bed,/private/groups/hprc/methylation/ont_modkit/processing/HG04199/analysis/hprc_modkit_pileup_outputs/953de617-86fa-4542-9c9e-c7b9f45f8a77/HG04199_pat_hprc_r2_v1.0.1.R941_minimap2_2.28.5mC.bigwig,/private/groups/hprc/methylation/ont_modkit/processing/HG04199/analysis/hprc_modkit_pileup_outputs/eb5adcea-74c9-486b-968f-83fce8d8a9c7/HG04199_pat_hprc_r2_v1.0.1.R941_minimap2_2.28.CpG_pileup.bed,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG04199/assemblies/freeze_2/annotation/methylation/ont/HG04199_pat_hprc_r2_v1.0.1.R941_minimap2_2.28.CpG_pileup.bed,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG04199/assemblies/freeze_2/annotation/methylation/ont/HG04199_pat_hprc_r2_v1.0.1.R941_minimap2_2.28.5mC.bigwig,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG04199/assemblies/freeze_2/annotation/methylation/ont/HG04199_mat_hprc_r2_v1.0.1.R941_minimap2_2.28.5mC.bigwig,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG04199/assemblies/freeze_2/annotation/methylation/ont/HG04199_mat_hprc_r2_v1.0.1.R941_minimap2_2.28.CpG_pileup.bed
HG02738,R941_minimap2_2.28,s3://human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG02738/hprc_r2/assembly_qc/read_alignments/ont/HG02738.R941_minimap2_2.28.corrected.bam,HG02738_pat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02738/assemblies/freeze_2/HG02738_pat_hprc_r2_v1.0.1.fa.gz,HG02738_mat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02738/assemblies/freeze_2/HG02738_mat_hprc_r2_v1.0.1.fa.gz,/private/groups/hprc/methylation/ont_modkit/processing/HG02738/analysis/hprc_modkit_pileup_outputs/39f77e3b-b5c4-48ab-aef2-79f8611e9477/HG02738_mat_hprc_r2_v1.0.1.R941_minimap2_2.28.5mC.bigwig,/private/groups/hprc/methylation/ont_modkit/processing/HG02738/analysis/hprc_modkit_pileup_outputs/776a99d1-5cc6-4dcb-8f03-efffecfa1058/HG02738_mat_hprc_r2_v1.0.1.R941_minimap2_2.28.CpG_pileup.bed,/private/groups/hprc/methylation/ont_modkit/processing/HG02738/analysis/hprc_modkit_pileup_outputs/26266ace-158d-4c4b-9d1e-75d7c2accdbe/HG02738_pat_hprc_r2_v1.0.1.R941_minimap2_2.28.5mC.bigwig,/private/groups/hprc/methylation/ont_modkit/processing/HG02738/analysis/hprc_modkit_pileup_outputs/776a99d1-5cc6-4dcb-8f03-efffecfa1058/HG02738_pat_hprc_r2_v1.0.1.R941_minimap2_2.28.CpG_pileup.bed,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02738/assemblies/freeze_2/annotation/methylation/ont/HG02738_pat_hprc_r2_v1.0.1.R941_minimap2_2.28.CpG_pileup.bed,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02738/assemblies/freeze_2/annotation/methylation/ont/HG02738_pat_hprc_r2_v1.0.1.R941_minimap2_2.28.5mC.bigwig,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02738/assemblies/freeze_2/annotation/methylation/ont/HG02738_mat_hprc_r2_v1.0.1.R941_minimap2_2.28.5mC.bigwig,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02738/assemblies/freeze_2/annotation/methylation/ont/HG02738_mat_hprc_r2_v1.0.1.R941_minimap2_2.28.CpG_pileup.bed
HG00621,R941_minimap2_2.28,s3://human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG00621/hprc_r2/assembly_qc/read_alignments/ont/HG00621.R941_minimap2_2.28.corrected.bam,HG00621_pat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00621/assemblies/freeze_2/HG00621_pat_hprc_r2_v1.0.1.fa.gz,HG00621_mat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00621/assemblies/freeze_2/HG00621_mat_hprc_r2_v1.0.1.fa.gz,/private/groups/hprc/methylation/ont_modkit/processing/HG00621/analysis/hprc_modkit_pileup_outputs/3b14b0b0-645f-4bc2-b16c-9a4eedf1df1d/HG00621_mat_hprc_r2_v1.0.1.R941_minimap2_2.28.5mC.bigwig,/private/groups/hprc/methylation/ont_modkit/processing/HG00621/analysis/hprc_modkit_pileup_outputs/8329a39b-daff-4a02-86f2-6352fa72dd86/HG00621_mat_hprc_r2_v1.0.1.R941_minimap2_2.28.CpG_pileup.bed,/private/groups/hprc/methylation/ont_modkit/processing/HG00621/analysis/hprc_modkit_pileup_outputs/07309394-2040-495d-adff-07140292338e/HG00621_pat_hprc_r2_v1.0.1.R941_minimap2_2.28.5mC.bigwig,/private/groups/hprc/methylation/ont_modkit/processing/HG00621/analysis/hprc_modkit_pileup_outputs/8329a39b-daff-4a02-86f2-6352fa72dd86/HG00621_pat_hprc_r2_v1.0.1.R941_minimap2_2.28.CpG_pileup.bed,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00621/assemblies/freeze_2/annotation/methylation/ont/HG00621_pat_hprc_r2_v1.0.1.R941_minimap2_2.28.CpG_pileup.bed,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00621/assemblies/freeze_2/annotation/methylation/ont/HG00621_pat_hprc_r2_v1.0.1.R941_minimap2_2.28.5mC.bigwig,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00621/assemblies/freeze_2/annotation/methylation/ont/HG00621_mat_hprc_r2_v1.0.1.R941_minimap2_2.28.5mC.bigwig,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00621/assemblies/freeze_2/annotation/methylation/ont/HG00621_mat_hprc_r2_v1.0.1.R941_minimap2_2.28.CpG_pileup.bed
HG00741,R941_minimap2_2.28,s3://human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG00741/hprc_r2/assembly_qc/read_alignments/ont/HG00741.R941_minimap2_2.28.corrected.bam,HG00741_pat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00741/assemblies/freeze_2/HG00741_pat_hprc_r2_v1.0.1.fa.gz,HG00741_mat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00741/assemblies/freeze_2/HG00741_mat_hprc_r2_v1.0.1.fa.gz,/private/groups/hprc/methylation/ont_modkit/processing/HG00741/analysis/hprc_modkit_pileup_outputs/3d1e7296-4e80-4662-a584-81b287950b36/HG00741_mat_hprc_r2_v1.0.1.R941_minimap2_2.28.5mC.bigwig,/private/groups/hprc/methylation/ont_modkit/processing/HG00741/analysis/hprc_modkit_pileup_outputs/6bc84b6c-48e4-4cce-91bf-878e42bfa55e/HG00741_mat_hprc_r2_v1.0.1.R941_minimap2_2.28.CpG_pileup.bed,/private/groups/hprc/methylation/ont_modkit/processing/HG00741/analysis/hprc_modkit_pileup_outputs/425e2b62-9aa9-45e6-8051-6da4eaa9a974/HG00741_pat_hprc_r2_v1.0.1.R941_minimap2_2.28.5mC.bigwig,/private/groups/hprc/methylation/ont_modkit/processing/HG00741/analysis/hprc_modkit_pileup_outputs/6bc84b6c-48e4-4cce-91bf-878e42bfa55e/HG00741_pat_hprc_r2_v1.0.1.R941_minimap2_2.28.CpG_pileup.bed,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00741/assemblies/freeze_2/annotation/methylation/ont/HG00741_pat_hprc_r2_v1.0.1.R941_minimap2_2.28.CpG_pileup.bed,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00741/assemblies/freeze_2/annotation/methylation/ont/HG00741_pat_hprc_r2_v1.0.1.R941_minimap2_2.28.5mC.bigwig,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00741/assemblies/freeze_2/annotation/methylation/ont/HG00741_mat_hprc_r2_v1.0.1.R941_minimap2_2.28.5mC.bigwig,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00741/assemblies/freeze_2/annotation/methylation/ont/HG00741_mat_hprc_r2_v1.0.1.R941_minimap2_2.28.CpG_pileup.bed
HG01106,R941_minimap2_2.28,s3://human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG01106/hprc_r2/assembly_qc/read_alignments/ont/HG01106.R941_minimap2_2.28.corrected.bam,HG01106_pat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01106/assemblies/freeze_2/HG01106_pat_hprc_r2_v1.0.1.fa.gz,HG01106_mat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01106/assemblies/freeze_2/HG01106_mat_hprc_r2_v1.0.1.fa.gz,/private/groups/hprc/methylation/ont_modkit/processing/HG01106/analysis/hprc_modkit_pileup_outputs/3d4b4628-b6cd-4b54-9702-593685000f9b/HG01106_mat_hprc_r2_v1.0.1.R941_minimap2_2.28.5mC.bigwig,/private/groups/hprc/methylation/ont_modkit/processing/HG01106/analysis/hprc_modkit_pileup_outputs/df18054b-90ab-4161-9f15-b489ee9d1b7f/HG01106_mat_hprc_r2_v1.0.1.R941_minimap2_2.28.CpG_pileup.bed,/private/groups/hprc/methylation/ont_modkit/processing/HG01106/analysis/hprc_modkit_pileup_outputs/29e29cd7-336e-4952-8746-a9e27e9ac5a9/HG01106_pat_hprc_r2_v1.0.1.R941_minimap2_2.28.5mC.bigwig,/private/groups/hprc/methylation/ont_modkit/processing/HG01106/analysis/hprc_modkit_pileup_outputs/df18054b-90ab-4161-9f15-b489ee9d1b7f/HG01106_pat_hprc_r2_v1.0.1.R941_minimap2_2.28.CpG_pileup.bed,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01106/assemblies/freeze_2/annotation/methylation/ont/HG01106_pat_hprc_r2_v1.0.1.R941_minimap2_2.28.CpG_pileup.bed,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01106/assemblies/freeze_2/annotation/methylation/ont/HG01106_pat_hprc_r2_v1.0.1.R941_minimap2_2.28.5mC.bigwig,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01106/assemblies/freeze_2/annotation/methylation/ont/HG01106_mat_hprc_r2_v1.0.1.R941_minimap2_2.28.5mC.bigwig,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01106/assemblies/freeze_2/annotation/methylation/ont/HG01106_mat_hprc_r2_v1.0.1.R941_minimap2_2.28.CpG_pileup.bed
