sample_id,overlap_filtered_path_asat,public_link_asat,public_link_hsat,public_link_rm,aws_fasta,cenSatAnnotations
HG00733_maternal,/private/groups/hprc/qc_hmm_flagger/hprc_intermediate_assembly/assembly_qc/hprc_r1/censat/asat_overlap_filtered/AS-HOR+SF-vs-HG00733-maternal.overlap_filtered.bed,https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC_PLUS/HG00733/assemblies/year1_f1_assembly_v2_genbank/annotation/asat/AS-HOR%2BSF-vs-HG00733-maternal.bed,https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC_PLUS/HG00733/assemblies/year1_f1_assembly_v2_genbank/annotation/hsat/HG00733.maternal.f1_assembly_v2_genbank.HSat2and3_Regions.bed,https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC_PLUS/HG00733/assemblies/year1_f1_assembly_v2_genbank/annotation/repeat_masker/HG00733.maternal.f1_assembly_v2_genbank_rm.bed,s3://human-pangenomics/working/HPRC_PLUS/HG00733/assemblies/year1_f1_assembly_v2_genbank/HG00733.maternal.f1_assembly_v2_genbank.fa.gz,/private/groups/hprc/qc_hmm_flagger/hprc_intermediate_assembly/assembly_qc/hprc_r1/censat/runs_toil_slurm/HG00733_maternal/analysis/centromereAnnotation_customized_hprc_r1_outputs/HG00733.maternal.f1_assembly_v2_genbank_rm.cenSat.bed
HG00733_paternal,/private/groups/hprc/qc_hmm_flagger/hprc_intermediate_assembly/assembly_qc/hprc_r1/censat/asat_overlap_filtered/AS-HOR+SF-vs-HG00733-paternal.overlap_filtered.bed,https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC_PLUS/HG00733/assemblies/year1_f1_assembly_v2_genbank/annotation/asat/AS-HOR%2BSF-vs-HG00733-paternal.bed,https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC_PLUS/HG00733/assemblies/year1_f1_assembly_v2_genbank/annotation/hsat/HG00733.paternal.f1_assembly_v2_genbank.HSat2and3_Regions.bed,https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC_PLUS/HG00733/assemblies/year1_f1_assembly_v2_genbank/annotation/repeat_masker/HG00733.paternal.f1_assembly_v2_genbank_rm.bed,s3://human-pangenomics/working/HPRC_PLUS/HG00733/assemblies/year1_f1_assembly_v2_genbank/HG00733.paternal.f1_assembly_v2_genbank.fa.gz,
HG00735_maternal,/private/groups/hprc/qc_hmm_flagger/hprc_intermediate_assembly/assembly_qc/hprc_r1/censat/asat_overlap_filtered/AS-HOR+SF-vs-HG00735-maternal.overlap_filtered.bed,https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG00735/assemblies/year1_f1_assembly_v2_genbank/annotation/asat/AS-HOR%2BSF-vs-HG00735-maternal.bed,https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG00735/assemblies/year1_f1_assembly_v2_genbank/annotation/hsat/HG00735.maternal.f1_assembly_v2_genbank.HSat2and3_Regions.bed,https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG00735/assemblies/year1_f1_assembly_v2_genbank/annotation/repeat_masker/HG00735.maternal.f1_assembly_v2_genbank_rm.bed,s3://human-pangenomics/working/HPRC/HG00735/assemblies/year1_f1_assembly_v2_genbank/HG00735.maternal.f1_assembly_v2_genbank.fa.gz,/private/groups/hprc/qc_hmm_flagger/hprc_intermediate_assembly/assembly_qc/hprc_r1/censat/runs_toil_slurm/HG00735_maternal/analysis/centromereAnnotation_customized_hprc_r1_outputs/HG00735.maternal.f1_assembly_v2_genbank_rm.cenSat.bed
HG00735_paternal,/private/groups/hprc/qc_hmm_flagger/hprc_intermediate_assembly/assembly_qc/hprc_r1/censat/asat_overlap_filtered/AS-HOR+SF-vs-HG00735-paternal.overlap_filtered.bed,https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG00735/assemblies/year1_f1_assembly_v2_genbank/annotation/asat/AS-HOR%2BSF-vs-HG00735-paternal.bed,https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG00735/assemblies/year1_f1_assembly_v2_genbank/annotation/hsat/HG00735.paternal.f1_assembly_v2_genbank.HSat2and3_Regions.bed,https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG00735/assemblies/year1_f1_assembly_v2_genbank/annotation/repeat_masker/HG00735.paternal.f1_assembly_v2_genbank_rm.bed,s3://human-pangenomics/working/HPRC/HG00735/assemblies/year1_f1_assembly_v2_genbank/HG00735.paternal.f1_assembly_v2_genbank.fa.gz,/private/groups/hprc/qc_hmm_flagger/hprc_intermediate_assembly/assembly_qc/hprc_r1/censat/runs_toil_slurm/HG00735_paternal/analysis/centromereAnnotation_customized_hprc_r1_outputs/HG00735.paternal.f1_assembly_v2_genbank_rm.cenSat.bed
HG00741_maternal,/private/groups/hprc/qc_hmm_flagger/hprc_intermediate_assembly/assembly_qc/hprc_r1/censat/asat_overlap_filtered/AS-HOR+SF-vs-HG00741-maternal.overlap_filtered.bed,https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG00741/assemblies/year1_f1_assembly_v2_genbank/annotation/asat/AS-HOR%2BSF-vs-HG00741-maternal.bed,https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG00741/assemblies/year1_f1_assembly_v2_genbank/annotation/hsat/HG00741.maternal.f1_assembly_v2_genbank.HSat2and3_Regions.bed,https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG00741/assemblies/year1_f1_assembly_v2_genbank/annotation/repeat_masker/HG00741.maternal.f1_assembly_v2_genbank_rm.bed,s3://human-pangenomics/working/HPRC/HG00741/assemblies/year1_f1_assembly_v2_genbank/HG00741.maternal.f1_assembly_v2_genbank.fa.gz,/private/groups/hprc/qc_hmm_flagger/hprc_intermediate_assembly/assembly_qc/hprc_r1/censat/runs_toil_slurm/HG00741_maternal/analysis/centromereAnnotation_customized_hprc_r1_outputs/HG00741.maternal.f1_assembly_v2_genbank_rm.cenSat.bed
HG00741_paternal,/private/groups/hprc/qc_hmm_flagger/hprc_intermediate_assembly/assembly_qc/hprc_r1/censat/asat_overlap_filtered/AS-HOR+SF-vs-HG00741-paternal.overlap_filtered.bed,https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG00741/assemblies/year1_f1_assembly_v2_genbank/annotation/asat/AS-HOR%2BSF-vs-HG00741-paternal.bed,https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG00741/assemblies/year1_f1_assembly_v2_genbank/annotation/hsat/HG00741.paternal.f1_assembly_v2_genbank.HSat2and3_Regions.bed,https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG00741/assemblies/year1_f1_assembly_v2_genbank/annotation/repeat_masker/HG00741.paternal.f1_assembly_v2_genbank_rm.bed,s3://human-pangenomics/working/HPRC/HG00741/assemblies/year1_f1_assembly_v2_genbank/HG00741.paternal.f1_assembly_v2_genbank.fa.gz,/private/groups/hprc/qc_hmm_flagger/hprc_intermediate_assembly/assembly_qc/hprc_r1/censat/runs_toil_slurm/HG00741_paternal/analysis/centromereAnnotation_customized_hprc_r1_outputs/HG00741.paternal.f1_assembly_v2_genbank_rm.cenSat.bed
HG01071_maternal,/private/groups/hprc/qc_hmm_flagger/hprc_intermediate_assembly/assembly_qc/hprc_r1/censat/asat_overlap_filtered/AS-HOR+SF-vs-HG01071-maternal.overlap_filtered.bed,https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG01071/assemblies/year1_f1_assembly_v2_genbank/annotation/asat/AS-HOR%2BSF-vs-HG01071-maternal.bed,https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG01071/assemblies/year1_f1_assembly_v2_genbank/annotation/hsat/HG01071.maternal.f1_assembly_v2_genbank.HSat2and3_Regions.bed,https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG01071/assemblies/year1_f1_assembly_v2_genbank/annotation/repeat_masker/HG01071.maternal.f1_assembly_v2_genbank_rm.bed,s3://human-pangenomics/working/HPRC/HG01071/assemblies/year1_f1_assembly_v2_genbank/HG01071.maternal.f1_assembly_v2_genbank.fa.gz,/private/groups/hprc/qc_hmm_flagger/hprc_intermediate_assembly/assembly_qc/hprc_r1/censat/runs_toil_slurm/HG01071_maternal/analysis/centromereAnnotation_customized_hprc_r1_outputs/HG01071.maternal.f1_assembly_v2_genbank_rm.cenSat.bed
HG01071_paternal,/private/groups/hprc/qc_hmm_flagger/hprc_intermediate_assembly/assembly_qc/hprc_r1/censat/asat_overlap_filtered/AS-HOR+SF-vs-HG01071-paternal.overlap_filtered.bed,https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG01071/assemblies/year1_f1_assembly_v2_genbank/annotation/asat/AS-HOR%2BSF-vs-HG01071-paternal.bed,https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG01071/assemblies/year1_f1_assembly_v2_genbank/annotation/hsat/HG01071.paternal.f1_assembly_v2_genbank.HSat2and3_Regions.bed,https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG01071/assemblies/year1_f1_assembly_v2_genbank/annotation/repeat_masker/HG01071.paternal.f1_assembly_v2_genbank_rm.bed,s3://human-pangenomics/working/HPRC/HG01071/assemblies/year1_f1_assembly_v2_genbank/HG01071.paternal.f1_assembly_v2_genbank.fa.gz,/private/groups/hprc/qc_hmm_flagger/hprc_intermediate_assembly/assembly_qc/hprc_r1/censat/runs_toil_slurm/HG01071_paternal/analysis/centromereAnnotation_customized_hprc_r1_outputs/HG01071.paternal.f1_assembly_v2_genbank_rm.cenSat.bed
HG01106_maternal,/private/groups/hprc/qc_hmm_flagger/hprc_intermediate_assembly/assembly_qc/hprc_r1/censat/asat_overlap_filtered/AS-HOR+SF-vs-HG01106-maternal.overlap_filtered.bed,https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG01106/assemblies/year1_f1_assembly_v2_genbank/annotation/asat/AS-HOR%2BSF-vs-HG01106-maternal.bed,https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG01106/assemblies/year1_f1_assembly_v2_genbank/annotation/hsat/HG01106.maternal.f1_assembly_v2_genbank.HSat2and3_Regions.bed,https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG01106/assemblies/year1_f1_assembly_v2_genbank/annotation/repeat_masker/HG01106.maternal.f1_assembly_v2_genbank_rm.bed,s3://human-pangenomics/working/HPRC/HG01106/assemblies/year1_f1_assembly_v2_genbank/HG01106.maternal.f1_assembly_v2_genbank.fa.gz,/private/groups/hprc/qc_hmm_flagger/hprc_intermediate_assembly/assembly_qc/hprc_r1/censat/runs_toil_slurm/HG01106_maternal/analysis/centromereAnnotation_customized_hprc_r1_outputs/HG01106.maternal.f1_assembly_v2_genbank_rm.cenSat.bed
HG01106_paternal,/private/groups/hprc/qc_hmm_flagger/hprc_intermediate_assembly/assembly_qc/hprc_r1/censat/asat_overlap_filtered/AS-HOR+SF-vs-HG01106-paternal.overlap_filtered.bed,https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG01106/assemblies/year1_f1_assembly_v2_genbank/annotation/asat/AS-HOR%2BSF-vs-HG01106-paternal.bed,https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG01106/assemblies/year1_f1_assembly_v2_genbank/annotation/hsat/HG01106.paternal.f1_assembly_v2_genbank.HSat2and3_Regions.bed,https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG01106/assemblies/year1_f1_assembly_v2_genbank/annotation/repeat_masker/HG01106.paternal.f1_assembly_v2_genbank_rm.bed,s3://human-pangenomics/working/HPRC/HG01106/assemblies/year1_f1_assembly_v2_genbank/HG01106.paternal.f1_assembly_v2_genbank.fa.gz,/private/groups/hprc/qc_hmm_flagger/hprc_intermediate_assembly/assembly_qc/hprc_r1/censat/runs_toil_slurm/HG01106_paternal/analysis/centromereAnnotation_customized_hprc_r1_outputs/HG01106.paternal.f1_assembly_v2_genbank_rm.cenSat.bed
HG01109_maternal,/private/groups/hprc/qc_hmm_flagger/hprc_intermediate_assembly/assembly_qc/hprc_r1/censat/asat_overlap_filtered/AS-HOR+SF-vs-HG01109-maternal.overlap_filtered.bed,https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC_PLUS/HG01109/assemblies/year1_f1_assembly_v2_genbank/annotation/asat/AS-HOR%2BSF-vs-HG01109-maternal.bed,https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC_PLUS/HG01109/assemblies/year1_f1_assembly_v2_genbank/annotation/hsat/HG01109.maternal.f1_assembly_v2_genbank.HSat2and3_Regions.bed,https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC_PLUS/HG01109/assemblies/year1_f1_assembly_v2_genbank/annotation/repeat_masker/HG01109.maternal.f1_assembly_v2_genbank_rm.bed,s3://human-pangenomics/working/HPRC_PLUS/HG01109/assemblies/year1_f1_assembly_v2_genbank/HG01109.maternal.f1_assembly_v2_genbank.fa.gz,/private/groups/hprc/qc_hmm_flagger/hprc_intermediate_assembly/assembly_qc/hprc_r1/censat/runs_toil_slurm/HG01109_maternal/analysis/centromereAnnotation_customized_hprc_r1_outputs/HG01109.maternal.f1_assembly_v2_genbank_rm.cenSat.bed
HG01109_paternal,/private/groups/hprc/qc_hmm_flagger/hprc_intermediate_assembly/assembly_qc/hprc_r1/censat/asat_overlap_filtered/AS-HOR+SF-vs-HG01109-paternal.overlap_filtered.bed,https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC_PLUS/HG01109/assemblies/year1_f1_assembly_v2_genbank/annotation/asat/AS-HOR%2BSF-vs-HG01109-paternal.bed,https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC_PLUS/HG01109/assemblies/year1_f1_assembly_v2_genbank/annotation/hsat/HG01109.paternal.f1_assembly_v2_genbank.HSat2and3_Regions.bed,https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC_PLUS/HG01109/assemblies/year1_f1_assembly_v2_genbank/annotation/repeat_masker/HG01109.paternal.f1_assembly_v2_genbank_rm.bed,s3://human-pangenomics/working/HPRC_PLUS/HG01109/assemblies/year1_f1_assembly_v2_genbank/HG01109.paternal.f1_assembly_v2_genbank.fa.gz,/private/groups/hprc/qc_hmm_flagger/hprc_intermediate_assembly/assembly_qc/hprc_r1/censat/runs_toil_slurm/HG01109_paternal/analysis/centromereAnnotation_customized_hprc_r1_outputs/HG01109.paternal.f1_assembly_v2_genbank_rm.cenSat.bed
